Employee_Change_Id,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,Employee_Id
14101,0,0,0,0,1,0,23966
14102,1,0,0,0,0,0,23967
14103,0,1,0,0,0,0,23968
14104,0,0,25,0,0,0,23969
14105,0,0,0,0,0,1,23970
14106,0,0,1,0,0,0,23971
14107,0,0,0,0,0,1,23972
14108,1,0,0,0,0,0,23973
14109,0,0,0,0,1,0,23974
14110,1,0,0,0,0,0,23975
14111,0,0,0,0,1,0,23976
14112,1,0,0,0,0,0,23977
14113,0,0,0,0,1,0,23978
14114,0,1,0,0,0,0,23979
14115,0,0,0,0,1,0,23980
14116,0,0,0,0,1,0,23981
14117,0,0,0,0,1,0,23982
14118,0,0,0,0,1,0,23983
14119,0,0,0,0,1,0,23984
14120,1,0,0,0,0,0,23985
14121,0,0,0,0,1,0,23986
14122,0,0,0,0,0,1,23987
14123,0,0,0,0,0,25,23988
14124,0,1,0,0,0,0,23989
14125,0,0,0,0,0,1,23990
14126,0,0,0,0,1,0,23991
14127,0,1,0,0,0,0,23992
14128,0,1,0,0,0,0,23993
14129,1,0,0,0,0,0,23994
14130,1,0,0,0,0,0,23995
14131,1,0,0,0,0,0,23996
14132,0,0,0,0,1,0,23997
14133,0,0,0,0,1,0,23998
14134,0,0,0,0,1,0,23999
14135,0,0,0,0,1,0,24000
14136,1,0,0,0,0,0,24001
14137,0,0,0,0,0,1,24002
14138,0,0,0,0,1,0,24003
14139,0,0,0,0,1,0,24004
14140,1,0,0,0,0,0,24005
14141,0,0,0,0,0,1,24006
14142,0,1,0,0,0,0,24007
14143,0,1,0,0,0,0,24008
14144,0,0,0,0,1,0,24009
14145,0,0,0,0,0,1,24010
14146,0,0,0,0,0,1,24011
14147,0,1,0,0,0,0,24012
14148,0,0,0,0,0,1,24013
14149,1,0,0,0,0,0,24014
14150,1,0,0,0,0,0,24015
14151,0,0,1,0,0,0,24016
14152,0,0,0,0,0,1,24017
14153,0,1,0,0,0,0,24018
14154,0,0,0,0,0,1,24019
14155,0,0,0,0,1,0,24020
14156,0,1,0,0,0,0,24021
14157,0,0,0,0,1,0,24022
14158,0,0,0,0,1,0,24023
14159,0,0,0,0,0,1,24024
14160,0,0,0,0,0,1,24025
14161,0,0,0,0,1,0,24026
14162,0,1,0,0,0,0,24027
14163,0,0,0,0,1,0,24028
14164,0,0,0,0,0,1,24029
14165,0,0,0,0,1,0,24030
14166,0,0,0,0,1,0,24031
14167,0,0,0,0,0,1,24032
14168,0,1,0,0,0,0,24033
14169,0,0,0,0,0,1,24034
14170,0,1,0,0,0,0,24035
14171,0,0,0,0,1,0,24036
14172,1,0,0,0,0,0,24037
14173,0,1,0,0,0,0,24038
14174,0,0,0,0,0,1,24039
14175,0,0,0,0,1,0,24040
14176,0,1,0,0,0,0,24041
14177,1,0,0,0,0,0,24042
14178,1,0,0,0,0,0,24043
14179,0,1,0,0,0,0,24044
14180,0,0,0,0,0,25,24045
14181,0,0,0,0,1,0,24046
14182,0,0,0,0,0,1,24047
14183,0,0,0,0,1,0,24048
14184,1,0,0,0,0,0,24049
14185,0,0,0,0,0,1,24050
14186,0,0,0,0,1,0,24051
14187,0,0,1,0,0,0,24052
14188,0,1,0,0,0,0,24053
14189,0,0,0,0,1,0,24054
14190,0,1,0,0,0,0,24055
14191,0,1,0,0,0,0,24056
14192,0,0,0,0,0,1,24057
14193,1,0,0,0,0,0,24058
14194,0,0,0,0,1,0,24059
14195,0,1,0,0,0,0,24060
14196,0,0,0,0,1,0,24061
14197,0,1,0,0,0,0,24062
14198,0,0,0,0,0,1,24063
14199,0,0,0,0,1,0,24064
14200,1,0,0,0,0,0,24065
14201,0,0,0,0,1,0,24066
14202,0,0,0,0,1,0,24067
14203,0,1,0,0,0,0,24068
14204,0,0,0,0,1,0,24069
14205,0,0,0,0,1,0,24070
14206,0,0,0,0,1,0,24071
14207,0,1,0,0,0,0,24072
14208,0,1,0,0,0,0,24073
14209,0,0,0,0,1,0,24074
14210,0,1,0,0,0,0,24075
14211,0,1,0,0,0,0,24076
14212,0,1,0,0,0,0,24077
14213,0,1,0,0,0,0,24078
14214,1,0,0,0,0,0,24079
14215,4,4,4,0,4,4,24080
14216,0,0,0,0,1,0,24081
14217,0,0,0,0,0,1,24082
14218,0,0,0,0,1,0,24083
14219,0,1,0,0,0,0,24084
14220,0,0,1,0,0,0,24085
14221,0,1,0,0,0,0,24086
14222,0,0,0,0,0,1,24087
14223,0,0,0,0,1,0,24088
14224,0,0,0,0,1,0,24089
14225,0,0,0,0,0,1,24090
14226,1,0,0,0,0,0,24091
14227,1,0,0,0,0,0,24092
14228,1,0,0,0,0,0,24093
14229,0,1,0,0,0,0,24094
14230,0,1,0,0,0,0,24095
14231,1,0,0,0,0,0,24096
14232,0,0,0,0,0,1,24097
14233,0,0,0,0,1,0,24098
14234,1,0,0,0,0,0,24099
14235,0,0,0,0,1,0,24100
14236,0,1,0,0,0,0,24101
14237,1,0,0,0,0,0,24102
14238,0,0,1,0,0,0,24103
14239,0,0,0,0,0,1,24104
14240,0,0,0,0,0,1,24105
14241,0,0,0,0,1,0,24106
14242,0,0,0,0,1,0,24107
14243,1,0,0,0,0,0,24108
14244,0,1,0,0,0,0,24109
14245,0,0,1,0,0,0,24110
14246,1,0,0,0,0,0,24111
14247,0,0,0,0,1,0,24112
14248,0,1,0,0,0,0,24113
14249,2,2,2,0,2,2,24114
14250,0,1,0,0,0,0,24115
14251,0,0,0,0,1,0,24116
14252,0,1,0,0,0,0,24117
14253,0,0,0,0,1,0,24118
14254,0,0,0,0,0,1,24119
14255,0,0,0,0,1,0,24120
14256,0,1,0,0,0,0,24121
14257,0,0,0,0,1,0,24122
14258,0,0,0,0,0,1,24123
14259,0,0,0,0,0,1,24124
14260,1,0,0,0,0,0,24125
14261,0,0,0,0,1,0,24126
14262,1,0,0,0,0,0,24127
14263,0,0,0,0,1,0,24128
14264,0,0,0,0,1,0,24129
14265,0,1,0,0,0,0,24130
14266,0,0,0,0,1,0,24131
14267,0,0,1,0,0,0,24132
14268,0,0,0,0,0,1,24133
14269,0,1,0,0,0,0,24134
14270,0,0,0,0,1,0,24135
14271,1,0,0,0,0,0,24136
14272,0,1,0,0,0,0,24137
14273,0,1,0,0,0,0,24138
14274,0,0,1,0,0,0,24139
14275,0,0,0,0,1,0,24140
14276,0,0,0,0,1,0,24141
14277,0,1,0,0,0,0,24142
14278,0,0,0,0,1,0,24143
14279,0,0,0,0,1,0,24144
14280,0,1,0,0,0,0,24145
14281,0,0,0,0,1,0,24146
14282,0,0,0,0,1,0,24147
14283,1,0,0,0,0,0,24148
14284,1,0,0,0,0,0,24149
14285,0,0,0,0,1,0,24150
14286,0,0,0,0,1,0,24151
14287,0,0,0,0,1,0,24152
14288,0,1,0,0,0,0,24153
14289,0,1,0,0,0,0,24154
14290,0,0,0,0,1,0,24155
14291,1,0,0,0,0,0,24156
14292,0,1,0,0,0,0,24157
14293,0,0,1,0,0,0,24158
14294,0,1,0,0,0,0,24159
14295,0,0,0,0,0,1,24160
14296,0,0,0,0,1,0,24161
14297,1,0,0,0,0,0,24162
14298,0,0,0,0,1,0,24163
14299,0,0,0,0,1,0,24164
14300,1,0,0,0,0,0,24165
14301,0,0,0,0,0,1,24166
14302,0,0,0,0,1,0,24167
14303,0,0,0,0,0,1,24168
14304,0,0,0,0,1,0,24169
14305,0,0,0,0,0,1,24170
14306,0,0,0,0,1,0,24171
14307,0,0,0,0,0,1,24172
14308,1,0,0,0,0,0,24173
14309,0,1,0,0,0,0,24174
14310,0,0,0,0,1,0,24175
14311,0,1,0,0,0,0,24176
14312,1,0,0,0,0,0,24177
14313,1,0,0,0,0,0,24178
14314,0,0,0,0,1,0,24179
14315,0,1,0,0,0,0,24180
14316,0,0,0,0,1,0,24181
14317,0,1,0,0,0,0,24182
14318,0,0,1,0,0,0,24183
14319,0,0,0,0,1,0,24184
14320,0,0,0,0,1,0,24185
14321,0,1,0,0,0,0,24186
14322,0,1,0,0,0,0,24187
14323,0,0,0,0,1,0,24188
14324,4,4,4,0,4,4,24189
14325,1,1,1,1,1,1,24190
14326,0,1,0,0,0,0,24191
14327,1,0,0,0,0,0,24192
14328,0,0,0,0,1,0,24193
14329,0,0,0,0,0,1,24194
14330,1,0,0,0,0,0,24195
14331,0,0,1,0,0,0,24196
14332,0,0,0,0,1,0,24197
14333,0,0,0,0,1,0,24198
14334,1,0,0,0,0,0,24199
14335,0,0,0,0,0,1,24200
14336,0,0,0,0,1,0,24201
14337,0,0,1,0,0,0,24202
14338,1,0,0,0,0,0,24203
14339,0,0,0,0,1,0,24204
14340,0,0,0,0,0,1,24205
14341,0,1,0,0,0,0,24206
14342,0,1,0,0,0,0,24207
14343,0,0,0,0,0,1,24208
14344,0,0,0,0,0,1,24209
14345,0,0,0,0,0,1,24210
14346,0,0,0,0,0,1,24211
14347,0,0,1,0,0,0,24212
14348,5,5,5,0,5,5,24213
14349,1,0,0,0,1,0,24214
14350,1,0,0,0,0,0,24215
14351,0,0,0,0,0,1,24216
14352,0,0,0,0,0,1,24217
14353,0,1,0,0,0,0,24218
14354,0,0,0,0,0,1,24219
14355,0,0,0,0,1,0,24220
14356,1,0,0,0,0,0,24221
14357,0,0,0,0,1,0,24222
14358,0,1,0,0,0,0,24223
14359,0,0,0,0,1,0,24224
14360,0,1,0,0,0,0,24225
14361,1,0,0,0,0,0,24226
14362,1,0,0,0,0,0,24227
14363,0,0,0,0,1,0,24228
14364,0,0,0,0,1,0,24229
14365,0,0,0,0,1,0,24230
14366,0,0,0,0,1,0,24231
14367,0,0,0,0,1,0,24232
14368,1,0,0,0,0,0,24233
14369,0,0,0,0,1,0,24234
14370,0,1,0,0,0,0,24235
14371,0,0,0,0,1,0,24236
14372,0,0,0,0,0,1,24237
14373,0,0,0,0,1,0,24238
14374,1,0,0,0,0,0,24239
14375,0,0,0,0,1,0,24240
14376,0,1,0,0,0,0,24241
14377,1,0,0,0,0,0,24242
14378,0,1,0,0,0,0,24243
14379,1,0,0,0,0,0,24244
14380,1,0,0,0,0,0,24245
14381,0,0,0,0,0,1,24246
14382,0,1,0,0,0,0,24247
14383,1,0,0,0,0,0,24248
14384,0,0,0,0,1,0,24249
14385,0,0,0,0,1,0,24250
14386,0,0,0,0,1,0,24251
14387,0,0,0,0,1,0,24252
14388,0,0,0,0,0,1,24253
14389,0,0,0,0,0,1,24254
14390,0,0,0,0,0,1,24255
14391,0,1,0,0,0,0,24256
14392,0,0,0,0,0,1,24257
14393,0,0,1,0,0,0,24258
14394,1,0,0,0,0,0,24259
14395,0,0,0,0,0,1,24260
14396,0,0,0,0,0,1,24261
14397,0,1,0,0,0,0,24262
14398,0,0,0,0,0,1,24263
14399,1,0,0,0,0,0,24264
14400,0,0,0,0,1,0,24265
14401,0,1,0,0,0,0,24266
14402,0,0,0,0,1,0,24267
14403,0,1,0,0,0,0,24268
14404,0,1,0,0,0,0,24269
14405,0,0,0,0,1,0,24270
14406,1,0,0,0,0,0,24271
14407,1,0,0,0,0,0,24272
14408,0,1,0,0,0,0,24273
14409,0,0,0,0,1,0,24274
14410,0,0,0,0,0,1,24275
14411,0,1,0,0,0,0,24276
14412,0,0,1,0,0,0,24277
14413,0,0,0,0,1,0,24278
14414,0,0,0,0,1,0,24279
14415,0,1,0,0,0,0,24280
14416,0,1,0,0,0,0,24281
14417,0,1,0,0,0,0,24282
14418,0,0,0,0,1,0,24283
14419,0,0,0,0,0,1,24284
14420,0,1,0,0,0,0,24285
14421,0,0,0,0,1,0,24286
14422,0,0,0,0,1,0,24287
14423,0,0,0,1,0,0,24288
14424,1,0,0,0,0,0,24289
14425,0,0,0,0,0,1,24290
14426,0,0,0,0,1,0,24291
14427,1,0,0,0,0,0,24292
14428,0,0,0,0,1,0,24293
14429,0,0,0,0,0,1,24294
14430,1,0,0,0,0,0,24295
14431,1,0,0,0,0,0,24296
14432,0,1,0,0,0,0,24297
14433,0,0,0,0,0,1,24298
14434,0,0,0,0,1,0,24299
14435,0,0,0,0,1,0,24300
14436,1,0,0,0,0,0,24301
14437,0,0,1,0,0,0,24302
14438,1,0,0,0,0,0,24303
14439,0,0,0,0,1,0,24304
14440,1,0,0,0,0,0,24305
14441,0,0,0,0,0,1,24306
14442,0,0,0,0,0,1,24307
14443,0,0,0,0,1,0,24308
14444,0,1,0,0,0,0,24309
14445,1,0,0,0,0,0,24310
14446,1,0,0,0,0,0,24311
14447,0,0,1,0,0,0,24312
14448,0,0,0,0,1,0,24313
14449,0,0,0,0,0,1,24314
14450,0,1,0,0,0,0,24315
14451,0,0,0,0,1,0,24316
14452,1,0,0,0,0,0,24317
14453,1,0,0,0,0,0,24318
14454,0,0,0,0,0,1,24319
14455,0,1,0,0,0,0,24320
14456,1,0,0,0,0,0,24321
14457,1,0,0,0,0,0,24322
14458,0,0,0,0,0,1,24323
14459,0,0,0,0,1,0,24324
14460,0,0,0,0,0,1,24325
14461,1,0,0,0,0,0,24326
14462,0,0,0,0,0,1,24327
14463,0,1,0,0,0,0,24328
14464,0,0,0,0,1,0,24329
14465,0,0,0,0,1,0,24330
14466,0,0,0,0,1,0,24331
14467,1,0,0,0,0,0,24332
14468,0,0,0,0,1,0,24333
14469,0,1,0,0,0,0,24334
14470,0,1,0,0,0,0,24335
14471,0,1,0,0,0,0,24336
14472,0,0,0,0,0,1,24337
14473,1,0,0,0,0,0,24338
14474,0,1,0,0,0,0,24339
14475,0,0,0,0,1,0,24340
14476,0,1,0,0,0,0,24341
14477,0,0,0,0,1,0,24342
14478,0,0,0,0,0,1,24343
14479,1,0,0,0,0,0,24344
14480,0,1,0,0,0,0,24345
14481,0,0,0,0,0,1,24346
14482,1,0,0,0,0,0,24347
14483,0,1,0,0,0,0,24348
14484,1,0,0,0,0,0,24349
14485,0,0,0,0,1,0,24350
14486,1,0,0,0,0,0,24351
14487,0,0,0,0,0,1,24352
14488,0,0,0,0,1,0,24353
14489,1,0,0,0,0,0,24354
14490,0,0,0,0,1,0,24355
14491,0,1,0,0,0,0,24356
14492,0,1,0,0,0,0,24357
14493,0,0,1,0,0,0,24358
14494,0,1,0,0,0,0,24359
14495,0,0,0,0,1,0,24360
14496,0,0,0,0,0,1,24361
14497,0,0,0,0,1,0,24362
14498,0,0,0,0,1,0,24363
14499,0,0,0,0,0,1,24364
14500,1,0,0,0,0,0,24365
14501,0,0,0,0,1,0,24366
14502,0,0,0,0,1,0,24367
14503,0,1,0,0,0,0,24368
14504,0,0,0,0,0,1,24369
14505,0,0,0,0,0,1,24370
14506,0,0,0,0,1,0,24371
14507,0,1,0,0,0,0,24372
14508,1,0,0,0,0,0,24373
14509,0,0,0,0,1,0,24374
14510,0,0,0,0,0,1,24375
14511,1,0,0,0,0,0,24376
14512,0,1,0,0,0,0,24377
14513,1,0,0,0,0,0,24378
14514,0,0,1,0,0,0,24379
14515,0,0,0,0,1,0,24380
14516,1,0,0,0,0,0,24381
14517,1,0,0,0,0,0,24382
14518,0,1,0,0,0,0,24383
14519,0,0,0,0,1,0,24384
14520,0,1,0,0,0,0,24385
14521,0,0,0,0,1,0,24386
14522,1,0,0,0,0,0,24387
14523,0,0,0,0,1,0,24388
14524,0,0,1,0,0,0,24389
14525,0,1,0,0,0,0,24390
14526,0,0,0,0,0,1,24391
14527,1,0,0,0,0,0,24392
14528,0,0,0,0,1,0,24393
14529,1,0,0,0,0,0,24394
14530,0,1,0,0,0,0,24395
14531,0,0,0,0,1,0,24396
14532,1,0,0,0,0,0,24397
14533,0,1,0,0,0,0,24398
14534,0,0,0,0,0,1,24399
14535,1,0,0,0,0,0,24400
14536,0,0,1,0,0,0,24401
14537,1,0,0,0,0,0,24402
14538,0,1,0,0,0,0,24403
14539,0,0,0,0,1,0,24404
14540,1,0,0,0,0,0,24405
14541,0,0,0,0,0,1,24406
14542,0,0,0,0,1,0,24407
14543,0,0,0,0,0,1,24408
14544,0,0,0,0,1,0,24409
14545,1,0,0,0,0,0,24410
14546,0,0,0,0,1,0,24411
14547,0,1,0,0,0,0,24412
14548,0,0,0,0,0,1,24413
14549,0,0,0,0,1,0,24414
14550,0,0,1,0,0,0,24415
14551,0,0,1,0,0,0,24416
14552,0,0,0,0,0,1,24417
14553,0,0,0,0,0,1,24418
14554,0,1,0,0,0,0,24419
14555,1,0,0,0,0,0,24420
14556,1,0,0,0,0,0,24421
14557,0,0,0,0,1,0,24422
14558,0,0,0,0,0,1,24423
14559,0,0,0,0,0,1,24424
14560,0,0,0,0,1,0,24425
14561,1,0,0,0,0,0,24426
14562,1,0,0,0,0,0,24427
14563,0,0,0,0,1,0,24428
14564,0,0,0,0,1,0,24429
14565,0,1,0,0,0,0,24430
14566,0,0,1,0,0,0,24431
14567,1,0,0,0,0,0,24432
14568,0,0,0,0,1,0,24433
14569,1,0,0,0,0,0,24434
14570,1,0,0,0,0,0,24435
14571,0,0,0,0,1,0,24436
14572,0,0,0,0,1,0,24437
14573,5,0,15,0,15,15,24438
14574,0,0,0,0,1,0,24439
14575,1,0,0,0,0,0,24440
14576,1,0,0,0,0,0,24441
14577,0,1,0,0,0,0,24442
14578,0,0,1,0,0,0,24443
14579,1,0,0,0,0,0,24444
14580,0,1,0,0,0,0,24445
14581,0,0,0,0,0,1,24446
14582,0,0,0,0,1,0,24447
14583,0,1,0,0,0,0,24448
14584,0,0,0,0,1,0,24449
14585,0,1,0,0,0,0,24450
14586,1,0,0,0,0,0,24451
14587,0,0,0,0,1,0,24452
14588,0,0,0,0,1,0,24453
14589,0,0,0,0,50,0,24454
14590,0,0,0,0,0,1,24455
14591,0,1,0,0,0,0,24456
14592,1,0,0,0,0,0,24457
14593,0,1,0,0,0,0,24458
14594,0,0,0,0,1,0,24459
14595,0,0,0,0,0,1,24460
14596,0,1,0,0,0,0,24461
14597,0,1,0,0,0,0,24462
14598,0,1,0,0,0,0,24463
14599,0,0,0,0,1,0,24464
14600,0,0,0,0,1,0,24465
14601,0,1,0,0,0,0,24466
14602,1,0,0,0,0,0,24467
14603,0,0,0,0,0,1,24468
14604,0,1,0,0,0,0,24469
14605,0,1,0,0,0,0,24470
14606,0,1,0,0,0,0,24471
14607,0,0,1,0,0,1,24472
14608,0,0,0,0,0,1,24473
14609,1,0,0,0,0,0,24474
14610,1,0,0,0,0,0,24475
14611,0,0,0,0,1,0,24476
14612,0,0,0,0,1,0,24477
14613,0,1,0,0,0,0,24478
14614,0,0,0,0,0,1,24479
14615,1,0,0,0,0,0,24480
14616,0,0,0,0,0,1,24481
14617,4,4,4,0,4,4,24482
14618,1,0,0,0,0,0,24483
14619,0,0,0,0,1,0,24484
14620,0,0,0,0,1,0,24485
14621,1,0,0,0,0,0,24486
14622,0,0,0,0,1,0,24487
14623,0,0,0,0,0,1,24488
14624,0,0,0,0,1,0,24489
14625,0,1,0,0,0,0,24490
14626,0,1,0,0,0,0,24491
14627,0,0,0,0,0,1,24492
14628,0,0,1,0,0,0,24493
14629,0,1,0,0,0,0,24494
14630,0,1,0,0,0,0,24495
14631,0,0,0,0,1,0,24496
14632,0,0,0,0,1,0,24497
14633,0,0,0,0,0,1,24498
14634,0,0,0,0,1,0,24499
14635,0,1,0,0,0,0,24500
14636,0,0,0,0,1,0,24501
14637,1,0,0,0,0,0,24502
14638,0,0,0,0,1,0,24503
14639,0,1,0,0,0,0,24504
14640,1,0,0,0,0,0,24505
14641,0,0,0,0,1,0,24506
14642,1,0,0,0,0,0,24507
14643,1,0,0,0,0,0,24508
14644,1,0,0,0,0,0,24509
14645,1,0,0,0,0,0,24510
14646,0,0,0,0,0,1,24511
14647,0,0,0,0,1,0,24512
14648,0,0,0,0,1,0,24513
14649,0,1,0,0,0,0,24514
14650,0,0,0,0,1,0,24515
14651,1,0,0,0,0,0,24516
14652,0,1,0,0,0,0,24517
14653,1,0,0,0,0,0,24518
14654,0,0,0,0,0,1,24519
14655,0,0,0,0,0,1,24520
14656,0,0,0,0,1,0,24521
14657,0,0,0,0,0,1,24522
14658,0,0,0,0,0,1,24523
14659,0,1,0,0,0,0,24524
14660,0,0,0,0,0,1,24525
14661,0,0,0,0,1,0,24526
14662,0,0,0,0,1,0,24527
14663,0,0,0,0,1,0,24528
14664,1,0,0,0,0,0,24529
14665,0,0,0,0,1,0,24530
14666,1,0,0,0,0,0,24531
14667,0,1,0,0,0,0,24532
14668,0,3,0,0,0,0,24533
14669,0,1,0,0,0,0,24534
14670,0,1,0,0,0,0,24535
14671,0,0,0,0,1,0,24536
14672,0,0,0,0,1,0,24537
14673,0,0,1,0,0,0,24538
14674,0,0,0,0,1,0,24539
14675,0,0,0,0,1,0,24540
14676,0,0,0,0,1,0,24541
14677,0,1,0,0,0,0,24542
14678,0,1,0,0,0,0,24543
14679,0,1,0,0,0,0,24544
14680,1,0,0,0,0,0,24545
14681,1,0,0,0,0,0,24546
14682,0,0,0,0,1,0,24547
14683,0,1,0,0,0,0,24548
14684,0,0,0,0,0,1,24549
14685,0,1,0,0,0,0,24550
14686,0,1,0,0,0,0,24551
14687,0,0,0,0,0,1,24552
14688,1,0,0,0,0,0,24553
14689,0,0,0,0,1,0,24554
14690,0,1,0,0,0,0,24555
14691,0,0,0,0,1,0,24556
14692,0,0,0,0,1,0,24557
14693,0,0,0,0,1,0,24558
14694,1,0,0,0,0,0,24559
14695,0,0,0,0,1,0,24560
14696,0,1,0,0,0,0,24561
14697,0,0,0,0,0,1,24562
14698,0,0,0,0,1,0,24563
14699,1,0,0,0,0,0,24564
14700,1,0,0,0,0,0,24565
14701,0,0,0,0,1,0,24566
14702,0,0,0,0,1,0,24567
14703,0,0,0,0,1,0,24568
14704,0,1,0,0,0,0,24569
14705,0,0,0,0,1,0,24570
14706,0,0,0,0,0,1,24571
14707,0,1,0,0,0,0,24572
14708,0,0,0,0,1,0,24573
14709,1,0,0,0,0,0,24574
14710,0,0,0,0,1,0,24575
14711,0,0,0,0,1,0,24576
14712,0,1,0,0,0,0,24577
14713,0,0,0,0,1,0,24578
14714,0,1,0,0,0,0,24579
14715,0,1,0,0,0,0,24580
14716,1,0,0,0,0,0,24581
14717,0,0,0,0,1,0,24582
14718,0,0,1,0,1,0,24583
14719,1,0,0,0,0,0,24584
14720,0,0,0,0,1,0,24585
14721,1,0,0,0,0,0,24586
14722,1,0,0,0,0,0,24587
14723,0,1,0,0,0,0,24588
14724,1,0,0,0,0,0,24589
14725,0,0,0,0,1,0,24590
14726,0,50,0,0,0,0,24591
14727,0,0,0,0,1,0,24592
14728,0,0,0,0,1,0,24593
14729,0,0,0,0,1,0,24594
14730,0,0,0,0,0,1,24595
14731,0,0,0,0,1,0,24596
14732,1,0,0,0,0,0,24597
14733,0,0,0,0,1,0,24598
14734,0,0,0,0,0,1,24599
14735,0,0,0,0,1,0,24600
14736,1,0,0,0,0,0,24601
14737,1,0,0,0,0,0,24602
14738,1,0,0,0,0,0,24603
14739,1,0,0,0,0,0,24604
14740,0,0,0,0,1,0,24605
14741,0,0,0,0,0,1,24606
14742,0,0,0,0,1,0,24607
14743,0,1,0,0,0,0,24608
14744,0,0,0,0,0,1,24609
14745,1,0,0,0,0,0,24610
14746,0,1,0,0,0,0,24611
14747,0,0,0,0,0,1,24612
14748,0,0,0,0,0,1,24613
14749,0,0,0,0,1,0,24614
14750,0,0,0,0,1,0,24615
14751,1,1,1,1,1,1,24616
14752,0,0,0,0,1,0,24617
14753,0,0,0,0,1,0,24618
14754,0,0,50,0,0,0,24619
14755,0,0,0,0,1,0,24620
14756,0,1,0,0,0,0,24621
14757,0,1,0,0,0,0,24622
14758,0,0,0,0,0,1,24623
14759,0,0,0,0,0,1,24624
14760,0,1,0,0,0,0,24625
14761,0,0,0,0,1,0,24626
14762,0,0,0,0,0,1,24627
14763,0,0,1,0,0,0,24628
14764,0,0,0,0,1,0,24629
14765,0,0,0,0,1,0,24630
14766,0,0,0,0,1,0,24631
14767,1,0,0,0,0,0,24632
14768,0,0,0,0,0,1,24633
14769,0,0,0,0,1,0,24634
14770,0,0,0,0,1,0,24635
14771,1,0,0,0,0,0,24636
14772,0,0,0,0,1,0,24637
14773,1,0,0,0,0,0,24638
14774,0,1,0,0,0,0,24639
14775,0,1,0,0,0,0,24640
14776,0,0,0,0,0,1,24641
14777,0,1,0,0,0,0,24642
14778,1,0,0,0,0,0,24643
14779,0,0,0,0,1,0,24644
14780,0,0,0,0,1,0,24645
14781,0,0,0,0,1,0,24646
14782,0,0,0,0,1,0,24647
14783,1,1,1,1,1,1,24648
14784,0,0,0,0,1,0,24649
14785,0,0,1,0,0,0,24650
14786,1,0,0,0,0,0,24651
14787,0,0,1,0,0,0,24652
14788,0,1,0,0,0,0,24653
14789,0,0,0,0,1,0,24654
14790,0,0,0,0,0,1,24655
14791,0,1,0,0,0,0,24656
14792,0,1,0,0,0,0,24657
14793,1,0,0,0,0,0,24658
14794,0,0,0,0,0,1,24659
14795,1,0,0,0,0,0,24660
14796,0,0,0,0,1,0,24661
14797,0,0,0,0,1,0,24662
14798,0,0,0,0,1,0,24663
14799,0,0,0,0,1,0,24664
14800,0,0,0,0,0,1,24665
14801,0,0,0,0,0,1,24666
14802,0,1,0,0,0,0,24667
14803,0,0,0,0,1,0,24668
14804,0,0,0,0,1,0,24669
14805,0,0,0,0,1,0,24670
14806,0,1,0,0,0,0,24671
14807,0,1,0,0,0,0,24672
14808,1,0,0,0,0,0,24673
14809,0,0,0,0,0,1,24674
14810,1,0,0,0,0,0,24675
14811,0,1,0,0,0,0,24676
14812,0,1,0,0,0,0,24677
14813,0,1,0,0,0,0,24678
14814,0,0,0,0,0,1,24679
14815,0,0,0,0,1,0,24680
14816,1,2,1,0,1,1,24681
14817,0,0,0,0,1,0,24682
14818,0,0,0,0,1,0,24683
14819,0,0,0,0,1,0,24684
14820,1,0,0,0,0,0,24685
14821,0,1,0,0,0,0,24686
14822,1,0,0,0,0,0,24687
14823,0,0,0,0,1,0,24688
14824,1,0,0,0,0,0,24689
14825,0,0,0,0,1,0,24690
14826,1,0,0,0,0,0,24691
14827,0,0,0,0,0,1,24692
14828,0,0,1,0,0,0,24693
14829,0,0,0,0,1,0,24694
14830,0,0,0,0,0,1,24695
14831,1,0,0,0,0,0,24696
14832,0,1,0,0,0,0,24697
14833,0,0,0,0,1,0,24698
14834,0,0,1,0,0,0,24699
14835,1,0,0,0,0,0,24700
14836,0,0,0,0,0,1,24701
14837,0,0,0,0,0,1,24702
14838,1,0,0,0,0,0,24703
14839,0,0,0,0,0,1,24704
14840,0,1,0,0,0,0,24705
14841,0,0,0,0,1,0,24706
14842,0,0,0,0,0,1,24707
14843,0,1,0,0,0,0,24708
14844,0,0,0,0,0,1,24709
14845,0,1,0,0,0,0,24710
14846,0,1,0,0,0,0,24711
14847,0,1,0,0,0,0,24712
14848,0,1,0,0,0,0,24713
14849,0,0,0,0,1,0,24714
14850,0,0,0,0,0,1,24715
14851,0,0,0,0,0,1,24716
14852,1,0,0,0,0,0,24717
14853,0,0,0,0,1,0,24718
14854,1,0,0,0,0,0,24719
14855,0,0,0,0,1,0,24720
14856,0,0,0,0,1,0,24721
14857,0,0,0,0,1,0,24722
14858,0,0,0,0,1,0,24723
14859,0,0,0,0,0,1,24724
14860,1,0,0,0,0,0,24725
14861,1,0,0,0,0,0,24726
14862,1,0,0,0,0,0,24727
14863,0,0,0,0,1,0,24728
14864,1,0,0,0,0,0,24729
14865,0,1,0,0,0,0,24730
14866,1,0,0,0,0,0,24731
14867,0,0,0,0,0,1,24732
14868,0,1,0,0,0,0,24733
14869,1,0,0,0,0,0,24734
14870,0,0,0,0,1,0,24735
14871,0,0,0,0,0,1,24736
